University,Advisor ID,Advisor Academic Rank,Advisor Gender,Advisor Home Country,Advisor Standard Field,Advisor Previous Universities,Advisor Citation Count,Advisor h-index,Advisor Publication Count,Advisor First Paper Year,Student ID,Student Degree,Student Start Year,Student Gender,Student Home Country,Student Previous Universities
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6226,PHD,2018,Male,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6227,PHD,,Male,United States,"University of Texas at Dallas/University of California, Berkeley"
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6228,MS,,Male,France,École Nationale de l'Aviation Civile
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6229,PHD,,Male,France,"Ecole Normale Supérieure de Cachan/University of California, Berkeley"
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6230,PHD,2014,Male,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6231,MS,,Male,United States,University of Michigan-Ann Arbor
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6232,MS,2012,Male,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6233,PHD,2011,Male,,Mines ParisTech
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6234,MS,2019,Female,United States,"University of California, Berkeley"
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6235,PHD,2019,Female,Philippines,Pamantasan ng Lungsod ng Maynila/Mapúa University
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6236,PHD,,Male,United States,"University of Texas at Austin/University of California, Berkeley"
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6237,PHD,,Male,Canada,"University of British Columbia/University of California, Berkeley"
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6238,MS,2015,Male,United States,University of Illinois at Urbana-Champaign
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6239,PHD,2016,Male,Lebanon,"American University of Beirut/University of California, Berkeley"
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6240,PHD,,Female,United States,"University of California, Berkeley"
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6241,PHD,2006,Male,Lebanon,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6242,PHD,2009,Female,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6243,MS,,Female,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6244,MS,,Male,France,École Polytechnique
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6245,PHD,2018,Male,United States,"University of Illinois at Urbana-Champaign/University of California, Berkeley"
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6246,PHD,,Female,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6247,PHD,,Male,Iran,"Sharif University of Technology/University of California, Berkeley"
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6248,MS,2017,Male,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6249,MS,,Female,United States,"University of California, Berkeley"
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6250,MS,2014,Male,United States,University of Texas at Austin
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6251,MS,2000,Male,United States,"University of California, Berkeley"
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6252,MS,2018,Female,United States,"University of California, Berkeley"
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6253,MS,2018,Female,United States,Boston University
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6254,PHD,,Male,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6255,PHD,2009,Male,United States,"University of California, Los Angeles"
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6256,MS,2015,Male,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6257,MS,2006,Male,Algeria,École Polytechnique
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6258,MS,2010,Male,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6259,MS,,Female,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6260,MS,1997,Male,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6261,MS,,Male,United States,"University of California, San Diego"
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6262,MS,2018,Male,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6263,PHD,,Male,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6264,PHD,,Male,United States,"University of California, Berkeley"
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6265,MS,2017,Male,China,Tsinghua University
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6266,MS,,Male,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6267,PHD,2015,Male,Taiwan,National Taiwan University/National Taiwan University
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6268,MS,,Male,United States,"University of California, Berkeley"
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6269,MS,2017,Male,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6270,MS,,Male,United States,"University of California, Berkeley"
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6271,MS,2019,Female,China,Zhejiang University of Technology
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6272,PHD,,Female,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6273,PHD,,Male,France,École Polytechnique/École Polytechnique
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6274,PHD,2009,Male,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6275,PHD,,Male,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6276,PHD,2013,Female,United States,MIT/MIT
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6277,MS,,Male,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6278,MS,,Male,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6279,MS,,Female,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6280,MS,,Female,United States,"University of California, Berkeley"
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6281,MS,2019,Female,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6282,MS,2019,Female,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6283,MS,2019,Female,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6284,PHD,2007,Male,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6285,PHD,2005,Male,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6286,PHD,2007,Male,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6287,MS,2016,Female,Taiwan,National Taiwan University
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6288,MS,,Male,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6289,PHD,2017,Female,United States,"University of California, Berkeley/University of California, Berkeley"
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6290,PHD,2016,Male,United Kingdom,University of Edinburgh
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6291,MS,,Female,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6292,MS,2019,Female,Singapore,National University of Singapore
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6293,MS,,Male,United States,"University of California, Berkeley"
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6294,MS,1993,Male,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6295,MS,2017,Male,United States,Rose-Hulman Institute of Technology
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6296,MS,,Female,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6297,MS,,Male,United States,"University of California, Berkeley"
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6298,MS,2011,Male,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6299,MS,2018,Female,United States,Penn State University
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6300,MS,,Male,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6301,MS,2018,Male,United States,Ohio State University
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6302,MS,2019,Male,United States,"University of California, Berkeley"
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6303,MS,2015,Female,China,Shanghai Jiao Tong University
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6304,MS,,Female,,
"University of California, Berkeley",advisor355,Professor,Male,France,Information systems/Computing methodologies,École Polytechnique/Stanford University/Stanford University,17015,57,462,2001,student6305,PHD,2009,Male,,
"University of California, Berkeley",advisor356,Professor,Male,United States,Hardware/Computing methodologies/Computer systems organization/Information systems,"University of California, Berkeley/MIT/MIT",14435,42,295,1994,student6306,PHD,2003,Male,,
"University of California, Berkeley",advisor356,Professor,Male,United States,Hardware/Computing methodologies/Computer systems organization/Information systems,"University of California, Berkeley/MIT/MIT",14435,42,295,1994,student6307,PHD,,Male,China,"Tsinghua University/University of California, Berkeley"
"University of California, Berkeley",advisor356,Professor,Male,United States,Hardware/Computing methodologies/Computer systems organization/Information systems,"University of California, Berkeley/MIT/MIT",14435,42,295,1994,student6308,PHD,2005,Male,,
"University of California, Berkeley",advisor356,Professor,Male,United States,Hardware/Computing methodologies/Computer systems organization/Information systems,"University of California, Berkeley/MIT/MIT",14435,42,295,1994,student6309,PHD,2014,Female,India,University of Mumbai
"University of California, Berkeley",advisor356,Professor,Male,United States,Hardware/Computing methodologies/Computer systems organization/Information systems,"University of California, Berkeley/MIT/MIT",14435,42,295,1994,student6310,PHD,2003,Male,India,"Indian Institute of Technology, Bombay/University of California, Berkeley"
"University of California, Berkeley",advisor356,Professor,Male,United States,Hardware/Computing methodologies/Computer systems organization/Information systems,"University of California, Berkeley/MIT/MIT",14435,42,295,1994,student6311,PHD,2009,Female,,"University of California, Berkeley"
"University of California, Berkeley",advisor356,Professor,Male,United States,Hardware/Computing methodologies/Computer systems organization/Information systems,"University of California, Berkeley/MIT/MIT",14435,42,295,1994,student6312,PHD,2012,Female,India,"University of Mumbai/University of California, Berkeley"
"University of California, Berkeley",advisor356,Professor,Male,United States,Hardware/Computing methodologies/Computer systems organization/Information systems,"University of California, Berkeley/MIT/MIT",14435,42,295,1994,student6313,PHD,2006,Male,,
"University of California, Berkeley",advisor356,Professor,Male,United States,Hardware/Computing methodologies/Computer systems organization/Information systems,"University of California, Berkeley/MIT/MIT",14435,42,295,1994,student6314,PHD,2006,Female,United States,University of Notre Dame
"University of California, Berkeley",advisor356,Professor,Male,United States,Hardware/Computing methodologies/Computer systems organization/Information systems,"University of California, Berkeley/MIT/MIT",14435,42,295,1994,student6315,PHD,2007,Female,United States,"MIT/University of California, Berkeley"
"University of California, Berkeley",advisor356,Professor,Male,United States,Hardware/Computing methodologies/Computer systems organization/Information systems,"University of California, Berkeley/MIT/MIT",14435,42,295,1994,student6316,PHD,,Female,,
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6317,PHD,2013,Male,Algeria,École Polytechnique
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6318,PHD,2013,Male,Iran,Amirkabir University of Technology/Sharif University of Technology
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6319,PHD,2017,Male,United States,University of Virginia
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6320,PHD,2011,Male,,
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6321,PHD,2000,Male,,
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6322,PHD,1996,Female,Sweden,Lund University
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6323,PHD,2006,Male,United States,Michigan State University
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6324,PHD,2003,Male,United States,"University of California, Berkeley/University of California, Berkeley"
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6325,PHD,,Male,United States,Reed College/MIT
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6326,PHD,2018,Female,United States,Rice University
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6327,PHD,2015,Male,India,"Indian Institute of Technology, Bombay"
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6328,PHD,2012,Male,India,Indian Statistical Institute/Indian Statistical Institute
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6329,PHD,2014,Male,Germany,University of Bonn
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6330,PHD,2014,Male,Australia,University of Melbourne
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6331,PHD,2003,Male,,
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6332,PHD,2010,Female,United States,"University of California, Berkeley/University of California, Berkeley"
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6333,PHD,2016,Male,,
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6334,PHD,,Male,United States,Pomona College
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6335,PHD,,Male,,
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6336,PHD,2009,Male,China,Nanjing University
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6337,PHD,2015,Male,Canada,University of Waterloo
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6338,PHD,,Female,United States,"University of Illinois at Urbana-Champaign/University of California, Berkeley"
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6339,PHD,,Male,,
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6340,PHD,,Male,,
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6341,PHD,,Male,,
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6342,PHD,2004,Male,United States,
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6343,PHD,2015,Male,United States,"University of California, Berkeley"
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6344,PHD,,Male,United States,"University of California, Berkeley/University of California, Berkeley"
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6345,PHD,,Male,China,"University of Science and Technology of China/University of California, Berkeley"
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6346,PHD,,Female,,
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6347,PHD,2001,Male,China,Peking University
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6348,PHD,2017,Male,United States,Yale University
"University of California, Berkeley",advisor357,Professor,Female,China,Applied computing/Computing methodologies,"Peking University/University of California, Berkeley/University of California, Berkeley",31330,71,312,1989,student6349,PHD,2007,Male,Israel,Hebrew University of Jerusalem
"University of California, Berkeley",advisor358,Professor,Male,United States,Computing methodologies,Cornell University/University of Oxford/Stanford University,30625,76,260,1984,student6350,PHD,2007,Male,United States,University of Chicago
"University of California, Berkeley",advisor358,Professor,Male,United States,Computing methodologies,Cornell University/University of Oxford/Stanford University,30625,76,260,1984,student6351,PHD,2013,Male,United States,Columbia University/University of Cambridge
"University of California, Berkeley",advisor358,Professor,Male,United States,Computing methodologies,Cornell University/University of Oxford/Stanford University,30625,76,260,1984,student6352,PHD,,Male,United States,"University of California, Irvine"
"University of California, Berkeley",advisor358,Professor,Male,United States,Computing methodologies,Cornell University/University of Oxford/Stanford University,30625,76,260,1984,student6353,PHD,2010,Male,United States,MIT
"University of California, Berkeley",advisor358,Professor,Male,United States,Computing methodologies,Cornell University/University of Oxford/Stanford University,30625,76,260,1984,student6354,PHD,,Male,Germany,Duke University/Free University of Berlin
"University of California, Berkeley",advisor358,Professor,Male,United States,Computing methodologies,Cornell University/University of Oxford/Stanford University,30625,76,260,1984,student6355,PHD,2010,Male,Australia,University of Sydney
"University of California, Berkeley",advisor358,Professor,Male,United States,Computing methodologies,Cornell University/University of Oxford/Stanford University,30625,76,260,1984,student6356,PHD,2009,Male,United States,Stanford University/Stanford University
"University of California, Berkeley",advisor358,Professor,Male,United States,Computing methodologies,Cornell University/University of Oxford/Stanford University,30625,76,260,1984,student6357,PHD,2015,Male,United States,University of Arizona/University of Cambridge
"University of California, Berkeley",advisor358,Professor,Male,United States,Computing methodologies,Cornell University/University of Oxford/Stanford University,30625,76,260,1984,student6358,PHD,2009,Male,,
"University of California, Berkeley",advisor358,Professor,Male,United States,Computing methodologies,Cornell University/University of Oxford/Stanford University,30625,76,260,1984,student6359,PHD,,Male,,
"University of California, Berkeley",advisor358,Professor,Male,United States,Computing methodologies,Cornell University/University of Oxford/Stanford University,30625,76,260,1984,student6360,PHD,2008,Male,India,"Indian Institute of Technology, Kanpur/University of California, Berkeley"
"University of California, Berkeley",advisor358,Professor,Male,United States,Computing methodologies,Cornell University/University of Oxford/Stanford University,30625,76,260,1984,student6361,PHD,2008,Female,,Stanford University
"University of California, Berkeley",advisor358,Professor,Male,United States,Computing methodologies,Cornell University/University of Oxford/Stanford University,30625,76,260,1984,student6362,PHD,2005,Male,Canada,McGill University
"University of California, Berkeley",advisor358,Professor,Male,United States,Computing methodologies,Cornell University/University of Oxford/Stanford University,30625,76,260,1984,student6363,PHD,,Female,,
"University of California, Berkeley",advisor358,Professor,Male,United States,Computing methodologies,Cornell University/University of Oxford/Stanford University,30625,76,260,1984,student6364,PHD,,Male,,Stanford University
"University of California, Berkeley",advisor358,Professor,Male,United States,Computing methodologies,Cornell University/University of Oxford/Stanford University,30625,76,260,1984,student6365,PHD,,Male,United States,"University of California, Berkeley"
"University of California, Berkeley",advisor358,Professor,Male,United States,Computing methodologies,Cornell University/University of Oxford/Stanford University,30625,76,260,1984,student6366,PHD,,Male,United States,MIT/MIT
"University of California, Berkeley",advisor358,Professor,Male,United States,Computing methodologies,Cornell University/University of Oxford/Stanford University,30625,76,260,1984,student6367,PHD,,Male,,
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6368,MS,,Male,United States,"University of California, Berkeley"
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6369,MS,2020,Male,United States,"University of California, Berkeley"
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6370,PHD,,Male,,
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6371,PHD,2010,Male,,
"University of California, Berkeley",advisor359,Professor,Male,United States,Security and privacy,"Princeton University/University of California, Berkeley/University of California, Berkeley",61840,97,376,1969,student6372,PHD,2007,Female,United States,"Arizona State University/University of California, Berkeley"
